Canada
2,DF,Bianca Schmidt,23 January 1990 (21),15,0,Germany 1. FFC Turbine Potsdam
3,DF,Saskia Bartusiak,9 September 1982 (28),40,0,Germany 1. FFC Frankfurt
4,DF,Babett Peter,12 May 1988 (23),50,1,Germany 1. FFC Turbine Potsdam
5,DF,Annike Krahn,1 July 1985 (25),65,4,Germany FCR 2001 Duisburg
6,MF,Simone Laudehr,12 July 1986 (24),40,8,Germany FCR 2001 Duisburg
7,MF,Melanie Behringer,18 November 1985 (25),64,17,Germany 1. FFC Frankfurt
8,FW,Inka Grings,31 October 1978 (32),89,62,Germany FCR 2001 Duisburg
9,FW,Birgit Prinz,25 October 1977 (33),211,128,Germany 1. FFC Frankfurt
10,DF,Linda Bresonik,7 December 1983 (27),64,5,Germany FCR 2001 Duisburg
11,FW,Alexandra Popp,6 April 1991 (20),11,7,Germany FCR 2001 Duisburg
12,GK,Ursula Holl,26 June 1982 (29),5,0,Germany FCR 2001 Duisburg
13,MF,Célia Okoyino da Mbabi,27 June 1988 (22),54,10,Germany SC 07 Bad Neuenahr
14,MF,Kim Kulig,9 April 1990 (21),23,6,Germany Hamburger SV
15,DF,Verena Faißt,22 May 1989 (22),3,0,Germany VfL Wolfsburg
16,FW,Martina Müller,18 April 1980 (31),92,30,Germany VfL Wolfsburg
17,MF,Ariane Hingst,25 July 1979 (31),172,10,Germany 1. FFC Frankfurt
18,MF,Kerstin Garefrekes,4 September 1979 (31),125,41,Germany 1. FFC Frankfurt
19,MF,Fatmire Bajramaj,1 April 1988 (23),46,8,Germany 1. FFC Turbine Potsdam
20,DF,Lena Goeßling,8 March 1986 (25),22,0,Germany SC 07 Bad Neuenahr
21,GK,Almuth Schult,9 February 1991 (20),0,0,Germany Magdeburger FFC

Nigeria
1,GK,Precious Dede,18 January 1980 (31),70,0,Nigeria Rivers Angels
2,MF,Rebecca Kalu,12 June 1990 (21),1,0,Nigeria Rivers Angels
3,DF,Osinachi Ohale,21 December 1991 (19),9,0,Nigeria Delta Queens
4,MF,Perpetua Nkwocha,3 January 1976 (35),80,40,Sweden Sunnanå SK
5,DF,Onome Ebi,5 August 1983 (27),45,0,Turkey Düvenciler Lisesispor
6,DF,Helen Ukaonu,17 May 1991 (20),11,1,Sweden Sunnanå SK
7,FW,Stella Mbachu,16 April 1978 (33),85,20,Nigeria Rivers Angels
8,MF,Ebere Orji,23 December 1992 (18),13,2,Nigeria Rivers Angels
9,FW,Desire Oparanozie,17 December 1993 (17),12,6,Nigeria Delta Queens
10,MF,Rita Chikwelu,6 March 1988 (23),37,16,Sweden Umeå IK
11,MF,Glory Iroka,3 January 1990 (21),8,0,Nigeria Rivers Angels
12,FW,Sarah Michael,22 July 1990 (20),6,0,Sweden KIF Örebro DFF
13,MF,Ogonna Chukwudi,4 September 1988 (22),12,0,Sweden Umeå IK
14,DF,Faith Ikidi,28 February 1987 (24),47,0,Sweden Piteå IF
15,DF,Josephine Chukwunonye,19 March 1992 (19),10,0,Nigeria Rivers Angels
16,GK,Tochukwu Oluehi,3 June 1988 (23),40,0,Nigeria Sunshine Queens
17,FW,Francisca Ordega,19 October 1993 (17),9,1,Nigeria Bayelsa Queens
18,DF,Ulunma Jerome,11 April 1988 (23),37,0,Sweden Piteå IF
19,FW,Uchechi Sunday,9 September 1994 (16),0,0,Switzerland FC Neunkirch
20,FW,Amenze Aighewi,21 November 1991 (19),3,0,Nigeria Rivers Angels
21,GK,Alaba Jonathan,1 June 1992 (19),0,0,Nigeria Pelican Stars

England
1,GK,Karen Bardsley,14 October 1984 (26),12,0,United States Sky Blue FC
2,DF,Alex Scott,14 October 1984 (26),33,6,United States Boston Breakers
3,DF,Rachel Unitt,5 June 1982 (29),63,4,England Everton L.F.C.
4,MF,Jill Scott,2 February 1987 (24),11,1,England Everton L.F.C.
5,DF,Faye White,2 February 1978 (33),56,4,England Arsenal L.F.C.
6,DF,Casey Stoney,13 May 1982 (29),49,2,England Lincoln Ladies F.C.
7,MF,Jessica Clarke,5 May 1989 (22),25,6,England Lincoln Ladies F.C.
8,MF,Fara Williams,25 January 1984 (27),53,16,England Everton L.F.C.
9,FW,Ellen White,9 May 1989 (22),14,5,England Arsenal L.F.C.
10,FW,Kelly Smith,29 October 1978 (32),103,25,United States Boston Breakers
11,MF,Rachel Yankey,1 November 1979 (31),108,11,England Arsenal L.F.C.
12,FW,Karen Carney,1 August 1987 (23),31,5,England Birmingham City L.F.C.
13,GK,Rachel Brown,2 July 1980 (30),48,0,England Everton L.F.C.
14,FW,Eniola Aluko,21 February 1987 (24),26,4,United States Sky Blue FC
15,DF,Sophie Bradley,5 May 1989 (22),5,0,England Lincoln Ladies F.C.
16,MF,Steph Houghton,23 April 1988 (23),16,1,England Arsenal L.F.C.
17,MF,Laura Bassett,2 August 1983 (27),19,0,England Birmingham City L.F.C.
18,MF,Anita Asante,27 April 1985 (26),24,1,United States Sky Blue FC
19,DF,Dunia Susi,10 August 1987 (23),13,0,England Birmingham City L.F.C.
20,DF,Claire Rafferty,11 January 1989 (22),4,1,England Chelsea L.F.C.
21,GK,Siobhan Chamberlain,15 August 1983 (27),6,0,England Bristol Academy

Japan
1,GK,Nozomi Yamago,16 January 1975 (36),96,0,Japan Urawa Red Diamonds Ladies
2,DF,Yukari Kinga,2 May 1984 (27),62,4,Japan INAC Kobe Leonessa
3,DF,Azusa Iwashimizu,14 October 1986 (24),64,8,Japan NTV Beleza
4,DF,Saki Kumagai,17 October 1990 (20),23,0,Japan Urawa Red Diamonds Ladies
5,DF,Kyoko Yano,3 June 1984 (27),67,1,Japan Urawa Red Diamonds Ladies
6,MF,Mizuho Sakaguchi,15 October 1987 (23),38,15,Japan Albirex Niigata Ladies
7,FW,Kozue Ando,9 July 1982 (28),86,17,Germany FCR 2001 Duisburg
8,MF,Aya Miyama,28 January 1985 (26),93,24,Japan Okayama Yunogo Belle
9,MF,Nahomi Kawasumi,23 September 1985 (25),14,2,Japan INAC Kobe Leonessa
10,MF,Homare Sawa,9 July 1978 (32),167,75,Japan INAC Kobe Leonessa
11,FW,Shinobu Ohno,23 January 1984 (27),87,34,Japan INAC Kobe Leonessa
12,GK,Miho Fukumoto,2 October 1983 (27),54,0,Japan Okayama Yunogo Belle
13,MF,Rumi Utsugi,5 December 1988 (22),43,5,France Montpellier HSC
14,DF,Megumi Kamionobe,15 March 1986 (25),13,2,Japan Albirex Niigata Ladies
15,DF,Aya Sameshima,16 June 1987 (24),27,2,United States Boston Breakers
16,DF,Asuna Tanaka,23 April 1988 (23),3,0,Japan INAC Kobe Leonessa
17,FW,Yūki Nagasato,15 June 1987 (24),64,31,Germany 1. FFC Turbine Potsdam
18,FW,Karina Maruyama,26 March 1983 (28),62,13,Japan JEF United Chiba Ladies
19,FW,Megumi Takase,10 November 1990 (20),16,4,Japan INAC Kobe Leonessa
20,FW,Mana Iwabuchi,18 March 1993 (18),6,2,Japan NTV Beleza
21,GK,Ayumi Kaihori,4 September 1986 (24),18,0,Japan INAC Kobe Leonessa

Mexico
1,GK,Erika Vanegas,7 July 1988 (22),13,0,Unattached
2,DF,Kenti Robles,15 February 1991 (20),12,0,Spain RCD Espanyol
3,DF,Marlene Sandoval,18 January 1984 (27),70,5,Unattached
4,DF,Alina Garciamendez,16 April 1991 (20),17,1,United States Stanford University
5,DF,Natalie Vinti,2 January 1988 (23),20,0,United States University of San Diego
6,DF,Natalie Garcia,30 January 1990 (21),3,0,United States University of San Diego
7,MF,Evelyn López,25 December 1978 (32),102,14,Unattached
8,MF,Lupita Worbis,12 December 1983 (27),95,22,Spain Extremadura Femenino CF
9,FW,Maribel Domínguez,18 November 1978 (32),90,67,Spain UE L'Estartit
10,MF,Dinora Garza,24 January 1988 (23),30,9,Mexico Tigres de la UANL
11,MF,Nayeli Rangel,28 February 1992 (19),27,3,Mexico Tigres de la UANL
12,GK,Pamela Tajonar,2 December 1984 (26),36,0,Spain Club Atlético Málaga
13,MF,Liliana Mercado,22 October 1988 (22),11,0,Mexico UDLA Puebla
14,DF,Mónica Alvarado,11 January 1991 (20),5,0,United States Texas Christian University
15,DF,Luz Saucedo,14 December 1983 (27),91,2,Unattached
16,DF,Charlyn Corral,11 September 1991 (19),19,3,Mexico Monterrey Royal Eagles
17,MF,Teresa Noyola,15 April 1990 (21),7,0,United States Stanford University
18,FW,Verónica Pérez,18 May 1988 (23),23,4,United States Saint Louis Athletica
19,FW,Mónica Ocampo,4 January 1987 (24),36,12,United States Atlanta Beat
20,GK,Cecilia Santiago,19 October 1994 (16),11,0,Mexico Club Santos Laguna
21,FW,Stephany Mayor,23 September 1991 (19),16,5,Mexico UDLA Puebla

New Zealand
1,GK,Jenny Bindon,25 February 1973 (38),16,0,New Zealand Hibiscus Coast AFC
2,DF,Ria Percival,7 December 1989 (21),16,2,New Zealand Lynn-Avon United
3,DF,Anna Green,20 August 1990 (20),37,5,New Zealand Three Kings United
4,MF,Katie Hoyle,1 February 1988 (23),11,0,New Zealand Glenfield Rovers
5,DF,Abby Erceg,20 November 1989 (21),16,2,New Zealand Fencibles United
6,DF,Rebecca Smith,17 June 1981 (30),25,2,Germany VfL Wolfsburg
7,DF,Ali Riley,30 October 1987 (23),12,0,United States Western New York Flash
8,MF,Hayley Moorwood,13 February 1984 (27),24,2,England Chelsea L.F.C.
9,FW,Amber Hearn,28 November 1984 (26),43,22,New Zealand Lynn-Avon United
10,FW,Sarah Gregorius,6 August 1987 (23),13,8,New Zealand Eastern Suburbs AFC
11,MF,Kirsty Yallop,4 November 1986 (24),47,11,New Zealand Lynn-Avon United
12,MF,Betsy Hassett,4 August 1990 (20),23,2,United States University of California, Berkeley
13,FW,Rosie White,6 June 1993 (18),27,7,New Zealand Three Kings United
14,FW,Sarah McLaughlin,3 June 1991 (20),9,0,New Zealand Claudelands Rovers
15,FW,Emma Kete,1 September 1987 (23),40,3,England Lincoln Ladies F.C.
16,MF,Annalie Longo,1 July 1991 (19),9,0,New Zealand Three Kings United
17,FW,Hannah Wilkinson,28 May 1992 (19),19,8,New Zealand Glenfield Rovers
18,DF,Katie Bowen,15 April 1994 (17),2,0,New Zealand Glenfield Rovers
19,DF,Kristy Hill,1 July 1979 (31),17,0,New Zealand Fencibles United
20,GK,Aroon Clansey,12 February 1986 (25),62,0,New Zealand Three Kings United
21,GK,Erin Nayler,17 April 1992 (19),0,0,New Zealand Eastern Suburbs AFC

Colombia
1,GK,Yineth Varón,23 June 1982 (29),2,0,Colombia Club Deportivo Generaciones Palmiranas
2,DF,Yuli Muñoz,18 March 1989 (22),14,1,Colombia Club Deportivo Estudiantes F.C.
3,DF,Natalia Gaitán,3 April 1991 (20),1,0,United States University of Toledo
4,MF,Diana Ospina,3 March 1989 (22),1,0,Colombia Club Deportivo Formas Íntimas
5,DF,Nataly Arias,2 April 1986 (25),11,3,United States University of Maryland
6,MF,Daniela Montoya,22 August 1990 (20),,,Colombia Club Deportivo Formas Íntimas
7,FW,Catalina Usme,25 December 1989 (21),8,1,Colombia Independiente Medellín
8,DF,Andrea Peralta,9 May 1988 (23),17,14,Colombia Club Deportivo Estudiantes F.C.
9,MF,Carmen Rodallega,15 July 1983 (27),24,1,Colombia Sarmiento Lora
10,MF,Yoreli Rincón,27 July 1993 (17),29,4,Colombia Club Deportivo Gol Star
11,MF,Liana Salazar,16 September 1992 (18),11,8,United States University of Kansas
12,GK,Sandra Sepúlveda,3 March 1988 (23),10,0,Colombia Club Deportivo Formas Íntimas
13,MF,Yulieth Domínguez,6 September 1993 (17),11,0,Colombia Club Deportivo Estudiantes F.C.
14,DF,Kelis Peduzine,21 April 1983 (28),12,3,Colombia Club Deportivo Eba
15,MF,Tatiana Ariza,21 February 1991 (20),19,2,United States Austin Peay State University
16,FW,Lady Andrade,10 January 1992 (19),10,1,Colombia Club Deportivo Inter de Bogotá
17,FW,Ingrid Vidal,22 April 1991 (20),5,1,Colombia Club Deportivo Generaciones Palmiranas
18,FW,Katerin Castro,21 November 1991 (19),14,5,Colombia Club Deportivo Estudiantes F.C.
19,DF,Fátima Montaño,2 October 1984 (26),3,3,Colombia Club Deportivo Águila
20,MF,Oriánica Velásquez,1 August 1989 (21),10,1,United States Indiana University
21,GK,Alejandra Velasco,23 August 1985 (25),0,0,Colombia Club Deportivo Gol Star

Korea DPR
1,GK,Hong Myong-hui,4 September 1991 (19),9,0,North Korea 25 April
2,DF,Jon Hong-yon,11 June 1992 (19),1,0,North Korea 25 April
3,DF,Ho Un-byol,19 January 1992 (19),1,0,North Korea 25 April
4,MF,Kim Myong-gum,4 November 1990 (20),2,0,North Korea Rimyongsu
5,DF,Song Jong-sun,11 March 1981 (30),14,0,North Korea Rimyongsu
6,DF,Paek Sol-hui,20 March 1994 (17),3,0,North Korea 25 April
7,FW,Yun Hyon-hi,9 September 1992 (18),1,0,North Korea 25 April
8,MF,Kim Su-gyong,4 January 1995 (16),3,0,North Korea 25 April
9,FW,Ra Un-sim,2 July 1988 (22),20,7,North Korea Amrokgang
10,MF,Jo Yun-mi,5 January 1987 (24),30,6,North Korea 25 April
11,MF,Ri Ye-gyong,26 October 1989 (21),14,0,North Korea Amrokgang
12,MF,Jon Myong-hwa,9 August 1993 (17),9,2,North Korea 25 April
13,MF,Kim Un-ju,9 April 1993 (18),4,0,North Korea 25 April
14,MF,Kim Chung-sim,27 November 1990 (20),14,0,North Korea 25 April
15,DF,Yu Jong-hui,21 March 1986 (25),7,0,North Korea 25 April
16,DF,Jong Pok-sim,31 July 1985 (25),6,0,North Korea 25 April
17,DF,Ri Un-hyang,15 May 1988 (23),1,0,North Korea Amrokgang
18,GK,Kim Chol-ok,15 October 1994 (16),1,0,North Korea 25 April
19,FW,Choe Mi-gyong,17 January 1991 (20),2,0,North Korea Rimyongsu
20,FW,Kwon Song-hwa,5 February 1992 (19),2,0,North Korea 25 April
21,GK,Ri Jin-sim,29 May 1991 (20),1,0,North Korea Wolmido

Sweden
1,GK,Hedvig Lindahl,29 April 1983 (28),24,0,Sweden Kristianstads DFF
2,DF,Charlotte Rohlin,2 December 1980 (30),4,1,Sweden Linköpings FC
3,DF,Linda Sembrant,15 May 1987 (24),22,1,Sweden Kopparbergs/Göteborg FC
4,DF,Annica Svensson,3 March 1983 (28),12,0,Sweden Tyresö FF
5,MF,Caroline Seger,19 March 1985 (26),34,3,United States Western New York Flash
6,DF,Sara Thunebro,26 April 1979 (32),21,2,Germany 1. FFC Frankfurt
7,DF,Sara Larsson,13 May 1979 (32),101,6,Sweden KIF Örebro DFF
8,FW,Lotta Schelin,27 February 1984 (27),45,11,France Olympique Lyonnais
9,FW,Jessica Landström,12 December 1984 (26),50,16,Germany 1. FFC Frankfurt
10,MF,Sofia Jakobsson,23 April 1990 (21),1,0,Sweden Umeå IK
11,MF,Antonia Göransson,16 September 1990 (20),9,0,Germany Hamburger SV
12,GK,Kristin Hammarström,29 March 1982 (29),0,0,Sweden Kopparbergs/Göteborg FC
13,DF,Lina Nilsson,17 June 1987 (24),26,0,Sweden LdB FC Malmö
14,FW,Josefine Öqvist,23 July 1983 (27),64,17,Sweden Tyresö FF
15,MF,Therese Sjögran,8 April 1977 (34),160,11,United States Sky Blue FC
16,MF,Linda Forsberg,19 June 1985 (26),4,0,Sweden LdB FC Malmö
17,MF,Lisa Dahlkvist,6 February 1987 (24),35,5,Sweden Kopparbergs/Göteborg FC
18,MF,Nilla Fischer,2 August 1984 (26),22,2,Sweden LdB FC Malmö
19,FW,Madelaine Edlund,15 September 1985 (25),1,0,Sweden Tyresö FF
20,MF,Marie Hammarström,29 March 1982 (29),9,0,Sweden KIF Örebro DFF
21,GK,Sofia Lundgren,20 September 1982 (28),19,0,Sweden Linköpings FC

USA
1,GK,Hope Solo,30 July 1981 (29),95,0,United States magicJack
2,DF,Heather Mitts,9 June 1978 (33),116,2,United States Atlanta Beat
3,DF,Christie Rampone,24 June 1975 (36),235,4,United States magicJack
4,DF,Becky Sauerbrunn,6 June 1985 (26),11,0,United States magicJack
5,MF,Kelley O'Hara,4 August 1988 (22),5,0,United States Boston Breakers
6,DF,Amy LePeilbet,12 March 1982 (29),49,0,United States Boston Breakers
7,MF,Shannon Boxx,29 June 1977 (33),146,22,United States magicJack
8,FW,Amy Rodriguez,17 February 1987 (24),65,17,United States Philadelphia Independence
9,MF,Heather O'Reilly,2 January 1985 (26),144,29,United States Sky Blue FC
10,MF,Carli Lloyd,16 July 1982 (28),111,27,United States Atlanta Beat
11,DF,Ali Krieger,28 July 1984 (26),18,0,Germany 1. FFC Frankfurt
12,FW,Lauren Cheney,30 September 1987 (23),42,14,United States Boston Breakers
13,FW,Alex Morgan,2 July 1989 (21),19,7,United States Western New York Flash
14,DF,Stephanie Cox,3 April 1986 (25),74,0,United States Boston Breakers
15,MF,Megan Rapinoe,5 July 1985 (25),31,10,United States Philadelphia Independence
16,MF,Lori Lindsey,19 March 1980 (31),22,0,United States Philadelphia Independence
17,MF,Tobin Heath,29 May 1988 (23),27,2,United States Sky Blue FC
18,GK,Nicole Barnhart,10 October 1981 (29),39,0,United States Philadelphia Independence
19,DF,Rachel Buehler,26 August 1985 (25),59,1,United States Boston Breakers
20,FW,Abby Wambach,2 June 1980 (31),157,118,United States magicJack
21,GK,Jillian Loyden,25 May 1985 (26),1,0,United States magicJack

Australia
1,GK,Melissa Barbieri,20 January 1980 (31),52,0,Australia Melbourne Victory FC
2,DF,Teigen Allen,12 February 1994 (17),7,0,Australia Sydney FC
3,DF,Kim Carroll,2 September 1987 (23),38,2,Australia Brisbane Roar
4,DF,Clare Polkinghorne,2 January 1989 (22),10,0,Australia Brisbane Roar
5,DF,Laura Alleway,28 November 1989 (21),2,0,Australia Brisbane Roar
6,DF,Ellyse Perry,3 November 1990 (20),13,2,Australia Canberra United
7,MF,Heather Garriock,21 December 1982 (28),118,14,Sweden LdB Malmo
8,MF,Elise Kellond-Knight,10 August 1990 (20),19,0,Australia Brisbane Roar
9,FW,Caitlin Foord,11 November 1994 (16),1,1,Australia Sydney FC
10,MF,Servet Uzunlar,8 March 1989 (22),20,1,Australia Sydney FC
11,FW,Lisa De Vanna,14 November 1984 (26),48,17,United States magicJack
12,FW,Emily van Egmond,12 July 1993 (17),3,0,Australia Canberra United
13,MF,Tameka Butt,16 June 1991 (20),19,1,Australia Brisbane Roar
14,MF,Collette McCallum,26 March 1986 (25),35,7,Australia Perth Glory
15,MF,Sally Shipard,20 October 1987 (23),35,2,Australia Canberra United
16,MF,Lauren Colthorpe,25 October 1985 (25),16,2,Australia Brisbane Roar
17,FW,Kyah Simon,25 June 1991 (20),24,4,Australia Sydney FC
18,GK,Lydia Williams,13 May 1988 (23),5,0,Australia Canberra United
19,FW,Leena Khamis,19 June 1986 (25),16,4,Australia Sydney FC
20,MF,Sam Kerr,10 September 1993 (17),13,3,Australia Perth Glory
21,GK,Casey Dumont,25 January 1992 (19),0,0,Australia Brisbane Roar

Brazil
1,GK,Andréia,14 September 1977 (33),46,0,Brazil Santos
2,DF,Maurine,14 January 1986 (25),44,11,United States Western New York Flash
3,DF,Daiane,15 April 1983 (28),12,3,Brazil Botucatu
4,DF,Aline,7 June 1982 (29),23,4,Brazil Santos
5,DF,Renata Costa,8 July 1986 (24),63,27,Unattached
6,DF,Rosana,7 July 1982 (28),32,6,Brazil Centro Olímpico
7,MF,Ester,9 December 1982 (28),26,2,Brazil Santos
8,MF,Formiga,3 March 1978 (33),46,12,Unattached
9,MF,Beatriz,17 December 1993 (17),2,0,Brazil Bangu
10,FW,Marta,19 February 1986 (25),69,76,United States Western New York Flash
11,FW,Cristiane,15 May 1985 (26),56,41,Brazil Santos
12,GK,Bárbara,4 July 1988 (22),18,2,Brazil Foz Cataratas
13,DF,Érika,4 February 1988 (23),14,8,Brazil Santos
14,FW,Fabiana,4 August 1989 (21),18,4,Brazil Santos
15,MF,Francielle,18 October 1989 (21),15,5,Brazil São José
16,DF,Elaine,1 November 1982 (28),18,4,Sweden Tyresö
17,FW,Daniele,2 April 1983 (28),12,3,Brazil Vasco da Gama
18,FW,Thaís Guedes,20 January 1993 (18),5,0,Brazil Bangu
19,FW,Grazielle,28 April 1981 (30),18,5,Brazil America
20,DF,Roseane,23 July 1985 (25),12,0,Brazil Bangu
21,GK,Thaís Picarte,19 June 1987 (24),12,0,Brazil Bangu

Equatorial Guinea
1,GK,Mirian,25 February 1982 (29),9,0,Brazil São Francisco
2,DF,Bruna,12 May 1984 (27),8,0,Brazil Rio Preto
3,DF,Dulce,18 January 1982 (29),3,0,Brazil Centro Olímpico
4,DF,Carol Carioca,18 February 1983 (28),8,3,Brazil Botucatu
5,MF,Cris,12 December 1985 (25),4,0,Brazil Palmeiras
6,MF,Vânia[note 1],9 November 1980 (30),2,0,South Korea Hyundai Steel Red Angels
7,FW,Blessing Diala,8 December 1989 (21),17,4,Unattached
8,FW,Emiliana Mangue,4 December 1991 (19),0,0,Equatorial Guinea Waiso Ipola
9,MF,Dorine Chuigoué,28 November 1988 (22),12,8,Equatorial Guinea Waiso Ipola
10,MF,Genoveva Añonman,19 April 1989 (22),28,15,Germany USV Jena
11,MF,Natalia Abeso,5 September 1986 (24),17,1,Equatorial Guinea Inter Continental
12,MF,Sinforosa Eyang,26 April 1994 (17),14,6,Equatorial Guinea Waiso Ipola
13,GK,Haoua Yao,2 July 1979 (31),9,0,Burkina Faso Princesses
14,MF,Jumária,8 May 1979 (32),13,1,Brazil São Francisco
15,MF,Gloria Chinasa,8 December 1987 (23),17,9,Nigeria Rivers Angels
16,MF,Lucrecia,24 October 1988 (22),6,1,Equatorial Guinea Waiso Ipola
17,FW,Tiga,16 April 1983 (28),3,4,Brazil UNIP (futsal)
18,GK,María Rosa,10 October 1982 (28),6,0,Equatorial Guinea Inter Continental
19,FW,Fatoumata[note 2],27 March 1994 (17),4,1,Equatorial Guinea Inter Continental
20,MF,Christelle Nyepel,16 January 1995 (16),7,2,Equatorial Guinea Waiso Ipola
21,DF,Laetitia Chapeh,7 April 1987 (24),2,0,Equatorial Guinea Waiso Ipola

Norway
1,GK,Ingrid Hjelmseth,10 April 1980 (31),44,0,Norway Stabæk Fotball
2,DF,Nora Holstad Berge,26 March 1987 (24),5,0,Sweden Linköpings FC
3,DF,Maren Mjelde,6 November 1989 (21),31,1,Norway Arna-Bjørnar
4,MF,Ingvild Stensland,3 August 1981 (29),101,5,France Olympique Lyonnais
5,MF,Marita Skammelsrud Lund,29 January 1989 (22),19,0,Norway LSK Kvinner FK
6,MF,Kristine Wigdahl Hegland,8 August 1992 (18),0,0,Norway Arna-Bjornar
7,DF,Trine Rønning,14 June 1982 (29),111,15,Norway Stabæk Fotball
8,DF,Runa Vikestad,13 August 1984 (26),14,1,Norway Kolbotn Fotball
9,FW,Isabell Herlovsen,23 June 1988 (23),63,19,Norway LSK Kvinner FK
10,FW,Cecilie Pedersen,14 September 1990 (20),20,8,Norway Avaldsnes IL
11,MF,Leni Larsen Kaurin,21 March 1981 (30),80,4,Germany VfL Wolfsburg
12,GK,Erika Skarbø,12 June 1987 (24),15,0,Norway Arna-Bjørnar
13,MF,Madeleine Giske,14 September 1987 (23),15,1,Norway Arna-Bjørnar
14,MF,Gry Tofte Ims,2 March 1986 (25),7,0,Norway Klepp IL
15,DF,Hedda Strand Gardsjord,28 June 1982 (28),22,0,Norway Røa IL
16,FW,Elise Thorsnes,14 August 1988 (22),40,6,Norway Røa IL
17,FW,Lene Mykjåland,20 February 1987 (24),35,8,Norway Røa IL
18,MF,Guro Knutsen Mienna,10 January 1985 (26),27,3,Norway Røa IL
19,FW,Emilie Haavi,16 June 1992 (19),7,4,Norway Røa IL
20,DF,Ingrid Ryland,29 May 1989 (22),6,0,Norway Arna-Bjørnar
21,GK,Caroline Knutsen,21 November 1983 (27),4,0,Norway Røa IL
