Denmark
19,DF,Bárbara Almaraz,4 May 1979 (20),,,United States USC Trojans
20,MF,Denise Ireta,4 January 1980 (19),,,

Canada
1,GK,Nicci Wright,12 August 1972 (26),,,
2,MF,Liz Smith,25 September 1975 (23),,,
3,DF,Sharolta Nonen,30 December 1977 (21),,,
4,MF,Tanya Franck,13 December 1974 (24),,,
5,DF,Andrea Neil,26 October 1971 (27),,,
6,MF,Geri Donnelly,30 November 1965 (33),,,
7,DF,Isabelle Morneau,18 April 1976 (23),,,
8,FW,Sara Maglio,17 March 1978 (21),,,
9,DF,Janine Helland,24 April 1970 (29),,,
10,FW,Charmaine Hooper,15 January 1968 (31),,,
11,FW,Shannon Rosenow,20 June 1972 (26),,,
12,FW,Isabelle Harvey,27 March 1975 (24),,,
13,MF,Amy Walsh,13 September 1977 (21),,,
14,MF,Sarah Joly,16 February 1977 (22),,,
15,DF,Suzanne Muir,6 July 1970 (28),,,
16,MF,Jeanette Haas,3 January 1976 (23),,,
17,FW,Silvana Burtini,10 May 1969 (30),,,
18,MF,Mary Beth Bowie,27 October 1978 (20),,,
19,GK,Melanie Haz,26 November 1975 (23),,,
20,GK,Karina LeBlanc,30 March 1980 (19),,,

Japan
1,GK,Shiho Onodera,18 November 1973 (25),,,
2,DF,Rie Yamaki,2 October 1975 (23),,,
3,DF,Kaoru Nagadome,7 May 1973 (26),,,
4,DF,Mai Nakachi,16 December 1980 (18),,,
5,MF,Tomoe Sakai,27 May 1978 (21),,,
6,DF,Kae Nishina,7 December 1972 (26),,,
7,DF,Yumi Tomei,1 June 1972 (27),,,
8,MF,Ayumi Hara,21 February 1979 (20),,,
9,FW,Tamaki Uchiyama,13 December 1972 (26),,,
10,MF,Homare Sawa,6 September 1978 (20),,,
11,FW,Nami Otake,30 July 1974 (24),,,
12,DF,Hiromi Isozaki,22 December 1975 (23),,,
13,MF,Miyuki Yanagita,11 April 1981 (18),,,
14,MF,Tomomi Mitsui,31 December 1978 (20),,,
15,FW,Mito Isaka,25 January 1976 (23),,,
16,MF,Yayoi Kobayashi,18 September 1981 (17),,,
17,FW,Mayumi Omatsu,12 July 1970 (28),,,
18,GK,Nozomi Yamago,16 January 1975 (24),,,
19,FW,Kozue Ando,9 July 1982 (16),,,
20,GK,Naoko Nishigai,22 January 1969 (30),,,

Norway
1,GK,Bente Nordby,23 July 1974 (24),,,Norway Athene Moss
2,DF,Brit Sandaune,5 June 1972 (27),,,Norway Trondheims-Ørn
3,DF,Gøril Kringen,28 January 1972 (27),,,Norway Trondheims-Ørn
4,MF,Silje Jørgensen,5 May 1977 (22),,,Norway Klepp
5,DF,Henriette Viker,5 August 1973 (25),,,Norway Asker
6,MF,Hege Riise,18 July 1969 (29),,,Norway Setskog/Høland FK
7,MF,Tone Gunn Frustøl,21 June 1975 (23),,,Norway Asker
8,MF,Monica Knudsen,25 March 1975 (24),,,Norway Asker
9,MF,Ann Kristin Aarønes,19 January 1973 (26),,,Norway Trondheims-Ørn
10,DF,Linda Medalen,17 June 1965 (34),,,Norway Asker
11,MF,Marianne Pettersen,12 April 1975 (24),,,Norway Asker
12,GK,Astrid Johannessen,10 January 1978 (21),,,Norway Asker
13,MF,Ragnhild Gulbrandsen,22 February 1977 (22),,,Norway Trondheims-Ørn
14,DF,Anne Nymark Andersen,28 September 1972 (26),,,Norway Bjørnar
15,MF,Dagny Mellgren,19 June 1978 (21),,,Norway Bjørnar
16,MF,Solveig Gulbrandsen,12 January 1981 (18),,,Norway Kolbotn
17,MF,Anita Rapp,24 July 1977 (21),,,Norway Asker
18,DF,Anne Tønnessen,18 March 1974 (25),,,Norway Kolbotn
19,MF,Linda Ørmen,22 March 1977 (22),,,Norway Athene Moss
20,MF,Unni Lehn,7 June 1977 (22),,,Norway Trondheims-Ørn

Russia
1,GK,Svetlana Petko,6 June 1970 (29),,,
2,DF,Yulia Yushekivitch,14 September 1980 (18),,,
3,DF,Marina Burakova,8 May 1966 (33),,,
4,DF,Natalia Karasseva,30 April 1977 (22),,,
5,DF,Tatiana Cheverda,29 August 1974 (24),,,
6,DF,Galina Komarova,12 August 1977 (21),,,
7,MF,Tatiana Egorova,10 March 1970 (29),,,
8,MF,Irina Grigorieva,21 February 1972 (27),,,
9,MF,Alexandra Svetlitskaya,20 August 1971 (27),,,
10,FW,Natalia Barbashina,26 August 1973 (25),,,
11,FW,Olga Letyushova,29 December 1975 (23),,,
12,GK,Alla Volkova,12 April 1968 (31),,,
13,MF,Elena Fomina,5 April 1979 (20),,,
14,MF,Olga Karasseva,6 October 1975 (23),,,
15,FW,Larisa Savina,25 November 1970 (28),,,
16,DF,Natalia Filippova,7 February 1975 (24),,,
17,MF,Elena Lissacheva,25 November 1973 (25),,,
18,MF,Tatyana Skotnikova,27 November 1978 (20),,,
19,DF,Tatiana Zaitseva,27 August 1978 (20),,,
20,GK,Larissa Kapitonova,4 May 1970 (29),,,

Australia
1,GK,Belinda Kitching,15 July 1977 (21),,,
2,DF,Amy Taylor,11 June 1979 (20),,,
3,DF,Bridgette Starr,10 December 1975 (23),,,
4,DF,Sarah Cooper,8 October 1969 (29),,,
5,DF,Traci Bartlett,17 May 1972 (27),,,
6,DF,Anissa Tann,10 October 1967 (31),,,
7,MF,Lisa Casagrande,29 May 1978 (21),,,
8,FW,Cheryl Salisbury,8 March 1974 (25),,,
9,FW,Julie Murray,28 April 1970 (29),,,
10,MF,Angela Iannotta,22 March 1971 (28),,,
11,MF,Sharon Black,4 April 1971 (28),,,
12,DF,Kristyn Swaffer,13 December 1975 (23),,,
13,FW,Alicia Ferguson,31 October 1981 (17),,,
14,MF,Joanne Peters,11 March 1979 (20),,,
15,MF,Peita-Claire Hepperlin,24 December 1981 (17),,,
16,MF,Amy Wilson,9 June 1980 (19),,,
17,MF,Kelly Golebiowski,26 July 1981 (17),,,
18,MF,Alison Forman,17 March 1969 (30),,,
19,DF,Dianne Alagich,12 May 1979 (20),,,
20,GK,Tracey Wheeler,26 September 1967 (31),,,

China PR
1,GK,Han Wenxia,23 August 1976 (22),,,
2,MF,Wang Liping,12 November 1973 (25),,,
3,DF,Fan Yunjie,29 April 1972 (27),,,
4,DF,Man Yanling,9 November 1972 (26),,,
5,DF,Xie Huilin,17 January 1975 (24),,,
6,MF,Zhao Lihong,25 December 1972 (26),,,
7,FW,Zhang Ouying,2 November 1975 (23),,,
8,FW,Jin Yan,27 July 1972 (26),,,
9,FW,Sun Wen,6 April 1973 (26),,,
10,MF,Liu Ailing,2 May 1967 (32),,,
11,MF,Pu Wei,20 August 1980 (18),,,
12,DF,Wen Lirong,2 October 1969 (29),,,
13,MF,Liu Ying,11 June 1974 (25),,,
14,DF,Bai Jie,28 March 1972 (27),,,
15,MF,Qiu Haiyan,17 June 1974 (25),,,
16,FW,Fan Chunling,2 February 1972 (27),,,
17,MF,Zhu Jing,2 March 1978 (21),,,
18,GK,Gao Hong,27 November 1967 (31),,,
19,DF,Gao Hongxia,7 December 1973 (25),,,
20,DF,Wang Jingxia,11 November 1976 (22),,,

Ghana
1,GK,Memunatu Sulemana,4 November 1977 (21),,,Ghana Mawuena Ladies
2,DF,Patience Sackey,25 April 1975 (24),,,Ghana Postal Ladies
3,DF,Rita Yeboah,25 May 1976 (23),,,Ghana Bluna Ladies
4,DF,Regina Ansah,23 August 1974 (24),,,Ghana Bluna Ladies
5,DF,Elizabeth Baidu,28 April 1978 (21),,,Ghana Bluna Ladies
6,MF,Juliana Kakraba,29 December 1979 (19),,,Ghana Ghatel Ladies
7,FW,Mavis Dgajmah,21 December 1973 (25),,,Ghana La Ladies
8,DF,Barikisu Tettey-Quao,28 August 1980 (18),,,Ghana La Ladies
9,FW,Alberta Sackey,6 November 1972 (26),,,Ghana Ghatel Ladies
10,FW,Vivian Mensah,13 June 1972 (27),,,Ghana La Ladies
11,FW,Adjoa Bayor,17 May 1979 (20),,,Ghana Ghatel Ladies
12,DF,Kulu Yahaya,23 May 1976 (23),,,Ghana Ashiaman Ladies
13,DF,Lydia Ankrah,1 December 1973 (25),,,Ghana Postal Ladies
14,DF,Mercy Tagoe,5 February 1974 (25),,,Ghana Bluna Ladies
15,FW,Nana Gyamfuah,4 August 1978 (20),,,Ghana Postal Ladies
16,FW,Gladys Enti,21 April 1975 (24),,,Ghana Ghatel Ladies
17,FW,Sheila Okai,14 February 1979 (20),,,Ghana Ghatel Ladies
18,GK,Priscilla Mensah,19 April 1974 (25),,,Ghana La Ladies
19,MF,Stella Quartey,28 December 1973 (25),,,Ghana Ghatel Ladies
20,MF,Genevive Clottey,29 April 1969 (30),,,Ghana Ghatel Ladies

Sweden
1,GK,Ulrika Karlsson,14 October 1970 (28),34,0,
2,DF,Karolina Westberg,16 May 1978 (21),27,0,
3,DF,Jane Törnqvist,9 May 1975 (24),37,5,
4,DF,Åsa Lönnqvist,14 April 1970 (29),61,1,
5,MF,Kristin Bengtsson,12 January 1970 (29),77,4,
6,MF,Malin Moström,1 August 1975 (23),9,2,
7,DF,Cecilia Sandell,10 June 1968 (31),41,2,
8,FW,Malin Gustafsson,24 January 1980 (19),6,1,
9,MF,Malin Andersson,4 May 1973 (26),69,20,
10,MF,Hanna Ljungberg,8 January 1979 (20),35,5,
11,FW,Victoria Svensson,18 May 1977 (22),32,8,
12,GK,Ulla-Karin Thelin,19 February 1977 (22),2,0,
13,DF,Hanna Marklund,26 November 1977 (21),13,0,
14,DF,Jessika Sundh,9 July 1974 (24),5,0,
15,MF,Linda Gren,12 November 1974 (24),5,0,
16,FW,Salina Olsson,29 August 1978 (20),18,1,
17,MF,Linda Fagerström,17 March 1977 (22),18,2,
18,MF,Therese Lundin,3 March 1979 (20),1,0,
19,MF,Minna Heponiemi,10 August 1977 (21),3,1,
20,MF,Tina Nordlund,19 March 1977 (22),8,0,
