China PR
18,GK,Anne Smith,27 September 1951 (40),,,

Norway
1,GK,Reidun Seth,9 June 1966 (25),,,Sweden GAIS
2,MF,Cathrine Zaborowski,2 August 1971 (20),,,Norway Asker
3,DF,Trine Stenberg,6 December 1969 (21),,,Norway Sandviken
4,MF,Gro Espeseth,30 October 1972 (19),,,Norway Sandviken
5,DF,Gunn Nyborg,21 March 1960 (31),,,Norway Asker
6,MF,Agnete Carlsen,15 January 1971 (20),,,Norway SK Sprint/Jeløy
7,MF,Tone Haugen,6 February 1964 (27),,,Norway Trondheims-Ørn
8,DF,Heidi Støre,4 July 1963 (28),,,Norway SK Sprint/Jeløy
9,FW,Hege Riise,18 July 1969 (22),,,Norway Setskog FK
10,FW,Linda Medalen,17 June 1965 (26),,,Norway Asker
11,FW,Birthe Hegstad,23 July 1966 (25),,,Norway Klepp
12,GK,Bente Nordby,23 July 1974 (17),,,Norway Raufoss
13,MF,Liv Strædet,21 October 1964 (27),,,Norway SK Sprint/Jeløy
14,MF,Margunn Humlestøl,25 January 1970 (21),,,Norway Asker
15,MF,Anette Igland,2 October 1971 (20),,,Norway Kaupanger
16,DF,Tina Svensson,16 November 1966 (25),,,Norway Asker
17,FW,Ellen Scheel,26 November 1968 (22),,,Norway Jardar
18,GK,Hilde Strømsvold,17 August 1967 (24),,,Norway Bøler

Brazil
1,GK,Meg,1 January 1956 (35),,,Brazil Radar
2,DF,Rosa Lima,2 May 1964 (27),,,Brazil Vasco da Gama
3,DF,Marisa,10 August 1966 (25),,,Brazil Radar
4,DF,Elane,4 June 1968 (23),,,Brazil Radar
5,MF,Marcinha,22 August 1962 (29),,,Brazil Radar
6,MF,Fanta,14 September 1966 (25),,,Brazil Radar
7,MF,Pelézinha,12 March 1964 (27),,,Brazil Radar
8,DF,Solange,29 March 1969 (22),,,Brazil Radar
9,FW,Adriana,26 December 1968 (22),,,Brazil Radar
10,FW,Roseli,7 September 1969 (22),,,Brazil Radar
11,FW,Cenira,12 February 1965 (26),,,Brazil Radar
12,GK,Miriam,4 May 1965 (26),,,Brazil Radar
13,MF,Márcia Taffarel,12 March 1968 (23),,,Brazil Radar
14,MF,Nalvinha,14 July 1965 (26),,,Brazil Radar
15,MF,Pretinha,19 May 1975 (16),,,Brazil L.D.N.I.
16,DF,Doralice,23 October 1963 (28),,,Brazil Radar
17,MF,Danda,1 April 1964 (27),,,Brazil Radar
18,MF,Fia,1 April 1964 (27),,,Brazil Radar

Japan
1,GK,Masae Suzuki,21 January 1957 (34),,,Japan Nikko Shofen
2,DF,Midori Honda,16 November 1961 (30),,,Japan Yomiuri Belleza
3,DF,Yumi Watanabe,2 July 1970 (21),,,Japan Fujita Tendai
4,DF,Mayumi Kaji,28 June 1964 (27),,,Japan Tazaki Kobe
5,DF,Sayuri Yamaguchi,25 July 1966 (25),,,Japan Suzuyo Shimizu F.C. Lovely Ladies
6,DF,Yoko Takahagi,17 April 1969 (22),,,Japan Tokyo Gakugei
7,DF,Yumi Obe,15 February 1975 (16),,,Japan Nikko Shofen
8,MF,Michiko Matsuda,26 October 1966 (25),,,Japan Prima Ham
9,FW,Akemi Noda,13 October 1969 (22),,,Japan Yomiuri Belleza
10,MF,Asako Takakura,9 April 1968 (23),,,Japan Yomiuri Belleza
11,MF,Futaba Kioka,22 November 1965 (25),,,Japan Suzuyo Shimizu F.C. Lovely Ladies
12,GK,Megumi Sakata,18 October 1971 (20),,,Japan Nissan Ladies
13,DF,Kyoko Kuroda,8 May 1970 (21),,,Japan Prima Ham
14,FW,Etsuko Handa,10 May 1965 (26),,,Japan Suzuyo Shimizu F.C. Lovely Ladies
15,FW,Kaori Nagamine,3 June 1968 (23),,,Italy Reggiana
16,FW,Takako Tezuka,6 November 1970 (21),,,Japan Yomiuri Belleza
17,FW,Yuriko Mizuma,22 July 1970 (21),,,Japan Urawa Motobuto
18,DF,Tamaki Uchiyama,13 December 1972 (18),,,Japan Tazaki Kobe

Sweden
1,GK,Elisabeth Leidinge,6 March 1957 (34),82,0,Sweden Jitex BK
2,DF,Malin Lundgren,3 September 1967 (24),18,1,Sweden Malmö FF
3,DF,Anette Hansson,2 May 1963 (28),33,3,Sweden Jitex BK
4,DF,Camilla Fors,24 April 1969 (22),8,0,Sweden Jitex BK
5,DF,Eva Zeikfalvy,18 April 1967 (24),32,0,Sweden Malmö FF
6,MF,Malin Swedberg,15 September 1968 (23),22,0,Sweden Djurgårdens IF
7,MF,Pia Sundhage,13 February 1960 (31),101,56,Sweden Hammarby IF
8,MF,Susanne Hedberg,26 June 1972 (19),18,4,Sweden Sunnanå SK
9,FW,Helen Johansson,9 July 1965 (26),57,16,Sweden Jitex BK
10,FW,Lena Videkull,9 December 1962 (28),55,33,Sweden Malmö FF
11,FW,Anneli Andelén,21 September 1968 (23),36,8,Sweden Öxabäck/Marks IF
12,GK,Ing-Marie Olsson,23 February 1966 (25),9,0,Sweden Malmö FF
13,DF,Marie Ewrelius,31 August 1967 (24),12,0,Sweden Djurgårdens IF
14,DF,Camilla Svensson-Gustafsson,20 January 1969 (22),4,0,Sweden GAIS
15,FW,Helen Nilsson,24 November 1970 (20),2,2,Sweden Sundsvalls DFF
16,MF,Ingrid Johansson,9 July 1965 (26),26,2,Sweden Jitex BK
17,MF,Marie Karlsson,4 December 1963 (27),43,2,Sweden Öxabäck/Marks IF
18,MF,Pärnilla Larsson,19 February 1969 (22),12,0,Sweden Gideonsbergs IF

USA
1,GK,Mary Harvey,4 June 1965 (26),5,0,United States UC Berkeley
2,FW,April Heinrichs,27 February 1964 (27),42,33,United States University of North Carolina
3,MF,Shannon Higgins,20 February 1968 (23),26,4,United States University of North Carolina
4,DF,Carla Werden,9 May 1968 (23),81,0,United States University of North Carolina
5,DF,Lori Henry,20 March 1966 (25),38,3,United States University of North Carolina
6,FW,Brandi Chastain,21 July 1968 (23),14,7,United States Santa Clara University
7,MF,Tracey Bates,5 May 1967 (24),28,5,United States University of North Carolina
8,DF,Linda Hamilton,4 June 1969 (22),18,0,United States University of North Carolina
9,MF,Mia Hamm,17 March 1972 (19),43,12,United States University of North Carolina
10,FW,Michelle Akers-Stahl,1 February 1966 (25),44,44,United States University of Central Florida
11,MF,Julie Foudy,23 January 1971 (20),26,4,United States Stanford University
12,FW,Carin Jennings,9 January 1965 (26),45,22,United States UC Santa Barbara
13,MF,Kristine Lilly,22 July 1971 (20),42,9,United States University of North Carolina
14,DF,Joy Biefeld,8 February 1968 (23),40,7,United States UC Berkeley
15,FW,Wendy Gebauer,25 December 1966 (24),25,8,United States University of North Carolina
16,DF,Debbie Belkin,27 May 1966 (25),48,2,United States University of Massachusetts Amherst
17,GK,Amy Allmann,25 March 1965 (26),46,0,United States University of Central Florida
18,GK,Kim Maslin-Kammerdeiner,12 August 1964 (27),17,0,United States George Mason University

Chinese Taipei
1,GK,Hong Li-chyn,23 May 1970 (21),,,Chinese Taipei Taiwan PE College
2,MF,Liu Hsiu-mei,28 November 1972 (18),,,Chinese Taipei Taiwan PE College
3,DF,Chen Shwu-ju,2 March 1965 (26),,,Chinese Taipei Ming Chuan University
4,DF,Lo Chu-yin,6 October 1965 (26),,,Chinese Taipei Mulan
5,DF,Chen Hsiu-lin,12 December 1973 (17),,,Chinese Taipei Jinwen College
6,MF,Chou Tai-ying,16 August 1963 (28),,,Japan Suzuyo Shimizu F.C. Lovely Ladies
7,FW,Lin Mei-chun,11 January 1974 (17),,,Chinese Taipei Ming Chuan University
8,MF,Shieh Su-jean,10 February 1969 (22),,,Japan Suzuyo Shimizu F.C. Lovely Ladies
9,MF,Wu Su-ching,21 July 1970 (21),,,Chinese Taipei Taiwan PE College
10,FW,Huang Yu-chuan,17 February 1971 (20),,,Chinese Taipei Ming Chuan University
11,DF,Hsu Chia-cheng,7 June 1969 (22),,,Japan Suzuyo Shimizu F.C. Lovely Ladies
12,DF,Lan Lan-fen,22 November 1973 (17),,,Chinese Taipei Ming Chuan University
13,FW,Lin Chao-chun,31 October 1972 (19),,,Chinese Taipei Taiwan PE College
14,FW,Ko Chiao-lin,14 September 1973 (18),,,Chinese Taipei Ming Chuan University
15,DF,Wu Min-hsun,26 September 1974 (17),,,Chinese Taipei Jinwen College
16,MF,Chen Shu-chin,19 September 1974 (17),,,Chinese Taipei Jinwen College
17,MF,Lin Mei-jih,27 February 1972 (19),,,Chinese Taipei Ming Chuan University
18,GK,Lin Hui-fang,6 October 1973 (18),,,Chinese Taipei Jinwen College

Germany
1,GK,Marion Isbert,25 February 1964 (27),52,,Germany TSV Siegen
2,DF,Britta Unsleber,25 December 1966 (24),38,,Germany FSV Frankfurt
3,DF,Birgitt Austermühl,8 October 1965 (26),2,,Germany TSV Battenberg
4,DF,Jutta Nardenbach,13 October 1968 (23),28,,Germany TuS Ahrbach
5,DF,Doris Fitschen,25 October 1968 (23),36,,Germany VfR Eintracht Wolfsburg
6,DF,Frauke Kuhlmann,27 September 1966 (25),36,,Germany Schmalfelder SV
7,MF,Martina Voss,22 December 1967 (23),41,,Germany TSV Siegen
8,MF,Bettina Wiegmann,7 October 1971 (20),16,,Germany Grün-Weiß Brauweiler
9,FW,Heidi Mohr,29 May 1967 (24),41,,Germany TuS Niederkirchen
10,MF,Silvia Neid,2 May 1964 (27),61,,Germany TSV Siegen
11,MF,Beate Wendt,21 September 1971 (20),4,,Germany SC Poppenbüttel
12,GK,Elke Walther,1 April 1971 (20),4,,Germany VfL Sindelfingen
13,MF,Roswitha Bindl,14 January 1965 (26),5,,Germany FC Wacker München
14,MF,Petra Damm,20 March 1961 (30),43,,Germany VfR Eintracht Wolfsburg
15,MF,Christine Paul,21 January 1965 (26),7,,Germany FC Wacker München
16,FW,Gudrun Gottschlich,23 May 1970 (21),16,,Germany KBC Duisburg
17,MF,Sandra Hengst,12 April 1973 (18),4,,Germany KBC Duisburg
18,FW,Michaela Kubat,10 April 1972 (19),3,,Germany Grün-Weiß Brauweiler

Italy
1,GK,Stefania Antonini,10 October 1970 (21),,,Italy Reggiana
2,DF,Paola Bonato,31 January 1961 (30),,,Italy Reggiana
3,DF,Marina Cordenons,12 January 1969 (22),,,Italy Pordenone
4,MF,Maria Mariotti,27 April 1964 (27),,,Italy Reggiana
5,DF,Raffaella Salmaso,16 April 1968 (23),,,Italy Milan '82
6,DF,Maura Furlotti,12 September 1957 (34),,,Italy Lazio
7,FW,Silvia Fiorini,24 December 1969 (21),,,Italy Firenze
8,MF,Federica D'Astolfo,27 October 1966 (25),,,Italy Sassari
9,FW,Carolina Morace,5 February 1964 (27),,,Italy Milan '82
10,MF,Feriana Ferraguzzi,20 February 1959 (32),,,Belgium Standard Liège
11,MF,Adele Marsiletti,7 November 1964 (27),,,Italy Reggiana
12,GK,Giorgia Brenzan,21 August 1967 (24),,,Italy Sassari
13,DF,Emma Iozzelli,12 June 1966 (25),,,Italy Reggiana
14,DF,Elisabetta Bavagnoli,3 September 1963 (28),,,Italy Milan '82
15,MF,Anna Mega,21 October 1962 (29),,,Italy Reggiana
16,MF,Fabiana Correra,1 October 1967 (24),,,Italy Turris
17,FW,Nausica Pedersoli,17 April 1969 (22),,,Italy Milan '82
18,FW,Rita Guarino,31 January 1971 (20),,,Italy Juventus

Nigeria
1,GK,Ann Chiejine,2 February 1974 (17),,,Nigeria Flying Angels
2,DF,Diana Nwaiwu,10 October 1973 (18),,,Nigeria Kakanfo Babes
3,DF,Ngozi Ezeocha,10 December 1973 (17),,,Nigeria Princess Jegede
4,FW,Adaku Okoroafor,18 November 1974 (16),,,Nigeria Flying Angels
5,DF,Omo-Love Branch,1 October 1974 (17),,,Nigeria Ufuoma Babes
6,MF,Nkechi Mbilitam,4 May 1974 (17),,,Nigeria Kakanfo Babes
7,FW,Chioma Ajunwa,25 December 1971 (19),,,Nigeria River Mermaids
8,FW,Rita Nwadike,3 November 1974 (17),,,Nigeria River Mermaids
9,FW,Ngozi Eucharia Uche,18 June 1973 (18),,,Nigeria Ufuoma Babes
10,DF,Mavis Ogun,24 August 1973 (18),,,Nigeria Ufuoma Babes
11,FW,Gift Showemimo,24 May 1974 (17),,,Nigeria Kakanfo Babes
12,MF,Florence Omagbemi,2 February 1975 (16),,,Nigeria Ufuoma Babes
13,MF,Nkiru Okosieme,1 March 1972 (19),,,Nigeria S.C. Imo State
14,DF,Phoebe Ebimiekumo,17 January 1974 (17),,,Nigeria Ufuoma Babes
15,MF,Ann Mukoro,27 April 1975 (16),,,Nigeria Ufuoma Babes
16,GK,Lydia Koyonda,29 May 1974 (17),,,Nigeria Ufuoma Babes
17,DF,Edith Eluma,27 September 1958 (33),,,Nigeria Princess Jegede
18,MF,Rachael Yamala,12 February 1975 (16),,,Nigeria Kakanfo Babes
