Nigeria
16,MF,Brittany Timko,5 September 1985 (18),,,
17,FW,Silvana Burtini,10 May 1969 (34),,,
18,FW,Tanya Dennis,26 August 1985 (18),,,
19,GK,Erin McLeod,26 February 1983 (20),,,
20,GK,Taryn Swiatek,4 February 1981 (22),,,

Germany
1,GK,Silke Rottenberg,25 January 1972 (31),5,,Germany FCR 2001 Duisburg
2,DF,Kerstin Stegemann,29 September 1977 (25),42,,Germany FFC Heike Rheine
3,DF,Linda Bresonik,7 December 1983 (19),26,,Germany FCR 2001 Duisburg
4,DF,Nia Künzer,18 January 1980 (23),81,,Germany 1. FFC Frankfurt
5,MF,Steffi Jones,22 December 1972 (30),38,,Germany 1. FFC Frankfurt
6,MF,Renate Lingor,11 October 1975 (27),14,,Germany 1. FFC Frankfurt
7,MF,Pia Wunderlich,26 January 1975 (28),28,,Germany 1. FFC Frankfurt
8,MF,Sandra Smisek,3 July 1977 (26),18,,Germany FSV Frankfurt
9,FW,Birgit Prinz,25 October 1977 (25),43,,Germany 1. FFC Frankfurt
10,MF,Bettina Wiegmann,7 October 1971 (31),44,,Germany FFC Brauweiler Pulheim
11,FW,Martina Müller,18 April 1980 (23),26,,Germany SC 07 Bad Neuenahr
12,DF,Sonja Fuss,5 November 1978 (24),45,,Germany FFC Brauweiler Pulheim
13,DF,Sandra Minnert,7 April 1973 (30),42,,Germany 1. FFC Frankfurt
14,FW,Maren Meinert,5 August 1973 (30),40,,United States Boston Breakers
15,GK,Nadine Angerer,10 November 1978 (24),25,,Germany 1. FFC Turbine Potsdam
16,MF,Viola Odebrecht,11 February 1983 (20),48,,Germany 1. FFC Turbine Potsdam
17,DF,Ariane Hingst,25 July 1979 (24),46,,Germany 1. FFC Turbine Potsdam
18,MF,Kerstin Garefrekes,4 September 1979 (24),17,,Germany FFC Heike Rheine
19,DF,Stefanie Gottschlich,5 August 1978 (25),46,,Germany VfL Wolfsburg
20,FW,Conny Pohlers,16 November 1978 (24),17,,Germany 1. FFC Turbine Potsdam

Japan
1,GK,Nozomi Yamago,16 January 1975 (28),,,
2,DF,Yumi Obe,15 February 1975 (28),,,
3,DF,Hiromi Isozaki,22 December 1975 (27),,,
4,DF,Yasuyo Yamagishi,28 November 1979 (23),,,
5,MF,Tomoe Sakai,27 May 1978 (25),,,
6,MF,Yayoi Kobayashi,18 September 1981 (22),,,
7,MF,Naoko Kawakami,16 November 1977 (25),,,
8,MF,Tomomi Miyamoto,31 December 1978 (24),,,
9,FW,Eriko Arakawa,30 October 1979 (23),,,
10,FW,Homare Sawa,6 September 1978 (25),,,United States Atlanta Beat
11,FW,Mio Otani,5 May 1979 (24),,,
12,GK,Shiho Onodera,18 November 1973 (29),,,
13,MF,Mai Nakachi,16 December 1980 (22),,,
14,DF,Kyoko Yano,3 June 1984 (19),,,
15,DF,Yuka Miyazaki,13 October 1983 (19),,,
16,MF,Emi Yamamoto,9 March 1982 (21),,,
17,MF,Miyuki Yanagita,11 April 1981 (22),,,
18,FW,Karina Maruyama,26 March 1983 (20),,,
19,FW,Akiko Sudo,7 April 1984 (19),,,
20,MF,Aya Miyama,28 January 1985 (18),,,

Australia
1,GK,Cassandra Kell,8 August 1980 (23),,,Australia NSW Sapphires
2,MF,Gillian Foster,28 August 1976 (27),,,Australia Canberra Eclipse
3,DF,Sacha Wainwright,6 February 1972 (31),,,Australia Canberra Eclipse
4,DF,Dianne Alagich,12 May 1979 (24),,,United States San Jose Cyber Rays
5,DF,Cheryl Salisbury,8 March 1974 (29),,,United States New York Power
6,DF,Rhian Davies,5 January 1981 (22),,,Australia Canberra Eclipse
7,FW,Kelly Golebiowski,26 July 1981 (22),,,United States Washington Freedom
8,MF,Bryony Duus,7 October 1977 (25),,,Australia Queensland Sting
9,FW,April Mann,21 April 1978 (25),,,Australia Queensland Sting
10,MF,Joanne Peters,11 March 1979 (24),,,United States New York Power
11,MF,Heather Garriock,21 December 1982 (20),,,Australia Queensland Sting
12,GK,Melissa Barbieri,20 January 1980 (23),,,Australia Victoria Vision
13,DF,Karla Reuter,14 June 1984 (19),,,Australia Queensland Sting
14,DF,Pamela Grant,15 November 1982 (20),,,Australia Queensland Sting
15,MF,Tal Karp,30 December 1981 (21),,,Australia Canberra Eclipse
16,MF,Taryn Rockall,11 November 1977 (25),,,Australia NSW Sapphires
17,FW,Danielle Small,7 February 1979 (24),,,Australia Northern NSW Pride
18,GK,Amy Beattie,8 September 1980 (23),,,Australia Canberra Eclipse
19,FW,Amy Wilson,9 June 1980 (23),,,Australia Canberra Eclipse
20,FW,Hayley Crawford,27 March 1984 (19),,,Australia Northern NSW Pride

China PR
1,GK,Han Wenxia,23 August 1976 (27),,,
2,DF,Sun Rui,30 March 1978 (25),,,
3,DF,Li Jie,8 July 1979 (24),,,
4,DF,Gao Hongxia,7 December 1973 (29),,,
5,DF,Fan Yunjie,29 April 1972 (31),,,
6,MF,Zhao Lihong,25 December 1972 (30),,,
7,FW,Bai Jie,28 March 1972 (31),,,
8,MF,Zhang Ouying,2 November 1975 (27),,,
9,FW,Sun Wen,6 April 1973 (30),,,
10,MF,Liu Ying,11 June 1974 (29),,,
11,DF,Pu Wei,20 August 1980 (23),,,
12,MF,Qu Feifei,18 May 1982 (21),,,
13,FW,Teng Wei,21 May 1974 (29),,,
14,MF,Bi Yan,17 February 1984 (19),,,
15,MF,Ren Liping,21 October 1978 (24),,,
16,DF,Liu Yali,9 February 1980 (23),,,
17,MF,Pan Lina,18 July 1977 (26),,,
18,GK,Zhao Yan,7 May 1972 (31),,,
19,FW,Han Duan,15 June 1983 (20),,,
20,DF,Wang Liping,12 November 1973 (29),,,

Ghana
1,GK,Memunatu Sulemana,4 November 1977 (25),,,
2,DF,Aminatu Ibrahim,3 January 1979 (24),,,
3,DF,Mavis Danso,24 March 1984 (19),,,
4,DF,Patience Sackey,22 April 1975 (28),,,
5,MF,Patricia Ofori,9 June 1981 (22),,,
6,MF,Florence Okoe,12 November 1984 (18),,,
7,MF,Genevive Clottey,25 April 1969 (34),,,
8,FW,Myralyn Osei Agyemang,5 November 1981 (21),,,
9,FW,Akua Anokyewaa,15 October 1984 (18),,,
10,FW,Adjoa Bayor,17 May 1979 (24),,,
11,FW,Gloria Foriwa,11 May 1981 (22),,,
12,GK,Fati Mohammed,4 June 1979 (24),,,
13,DF,Yaa Avoe,1 July 1982 (21),,,
14,DF,Elizabeth Baidu,28 April 1978 (25),,,
15,FW,Alberta Sackey,6 November 1972 (30),,,
16,DF,Lydia Ankrah,1 December 1973 (29),,,
17,MF,Belinda Kanda,3 November 1982 (20),,,
18,FW,Mavis Dgajmah,21 December 1973 (29),,,
19,FW,Basilea Amoa-Tetteh,7 March 1984 (19),,,
20,GK,Gladys Enti,21 April 1975 (28),,,

Russia
1,GK,Svetlana Petko,6 June 1970 (33),,,
2,DF,Tatiana Zaitseva,27 August 1978 (25),,,
3,DF,Marina Burakova,8 May 1966 (37),,,
4,DF,Marina Saenko,1 May 1975 (28),,,
5,DF,Vera Stroukova,6 August 1981 (22),,,
6,MF,Galina Komarova,12 August 1977 (26),,,
7,MF,Tatiana Egorova,10 March 1970 (33),,,
8,MF,Alexandra Svetlitskaya,20 August 1971 (32),,,
9,MF,Olga Sergaeva,8 March 1977 (26),,,
10,FW,Natalia Barbashina,26 August 1973 (30),,,
11,FW,Olga Letyushova,29 December 1975 (27),,,
12,GK,Alla Volkova,12 April 1968 (35),,,
13,MF,Elena Fomina,5 April 1979 (24),,,
14,MF,Oksana Shmachkova,20 June 1981 (22),,,
15,MF,Tatyana Skotnikova,27 November 1978 (24),,,
16,DF,Marina Kolomiets,29 September 1972 (30),,,
17,FW,Elena Danilova,17 June 1987 (16),,,
18,DF,Anastasia Pustovoitova,10 February 1981 (22),,,
19,MF,Elena Denchtchik,11 November 1973 (29),,,
20,GK,Maria Pigaleva,19 February 1981 (22),,,
