Canada
20,MF,Zhang Rui,17 January 1989 (26),60,11,China Liberation Army FC
21,FW,Wang Lisi,28 November 1991 (23),45,5,China Jiangsu Huatai
22,GK,Zhao Lina,18 September 1991 (23),0,0,China Shanghai Vinpac
23,MF,Ren Guixin,19 December 1988 (26),45,5,China Changchun Zhuoyue

Netherlands
1,GK,Loes Geurts,12 January 1986 (29),103,0,Sweden Kopparbergs/Göteborg FC
2,DF,Desiree van Lunteren,30 December 1992 (22),21,0,Netherlands AFC Ajax
3,DF,Stefanie van der Gragt,16 August 1992 (22),22,1,Netherlands Telstar
4,DF,Mandy van den Berg,26 August 1990 (24),57,3,Norway LSK Kvinner FK
5,DF,Petra Hogewoning,26 March 1986 (29),96,0,Netherlands AFC Ajax
6,DF,Anouk Dekker,15 November 1986 (28),38,5,Netherlands FC Twente
7,FW,Manon Melis,31 August 1986 (28),123,54,Sweden Kopparbergs/Göteborg FC
8,MF,Sherida Spitse,29 May 1990 (25),104,15,Norway LSK Kvinner FK
9,FW,Vivianne Miedema,15 July 1996 (18),23,19,Germany FC Bayern Munich
10,MF,Daniëlle van de Donk,5 August 1991 (23),35,6,Netherlands PSV/FC Eindhoven
11,FW,Lieke Martens,16 December 1992 (22),49,20,Sweden Kopparbergs/Göteborg FC
12,DF,Dyanne Bito,10 August 1981 (33),146,6,Netherlands Telstar
13,DF,Dominique Bloodworth,17 January 1995 (20),6,0,Germany SGS Essen
14,MF,Anouk Hoogendijk,6 May 1985 (30),101,9,Netherlands AFC Ajax
15,DF,Merel van Dongen,11 February 1993 (22),4,1,Netherlands AFC Ajax
16,GK,Sari van Veenendaal,3 April 1990 (25),13,0,Netherlands FC Twente
17,MF,Tessel Middag,23 December 1992 (22),24,3,Netherlands AFC Ajax
18,DF,Maran van Erp,3 December 1990 (24),1,0,Netherlands PSV/FC Eindhoven
19,FW,Kirsten van de Ven,11 May 1985 (30),82,16,Sweden FC Rosengård
20,MF,Jill Roord,22 April 1997 (18),5,1,Netherlands FC Twente
21,MF,Vanity Lewerissa,1 April 1991 (24),4,0,Belgium Standard Liège
22,FW,Shanice van de Sanden,2 October 1992 (22),15,3,Netherlands FC Twente
23,GK,Angela Christ,6 March 1989 (26),13,0,Netherlands PSV/FC Eindhoven

New Zealand
1,GK,Erin Nayler,17 April 1992 (23),28,0,New Zealand Norwest United
2,MF,Ria Percival,7 December 1989 (25),103,11,Germany USV Jena
3,DF,Anna Green,20 August 1990 (24),55,7,Unattached
4,MF,Katie Hoyle,1 February 1988 (27),102,1,Switzerland FC Zürich
5,DF,Abby Erceg,20 November 1989 (25),113,4,United States Chicago Red Stars
6,DF,Rebekah Stott,17 June 1993 (21),39,0,Unattached
7,DF,Ali Riley,30 October 1987 (27),92,1,Sweden FC Rosengård
8,FW,Jasmine Pereira,20 July 1996 (18),8,0,New Zealand Three Kings United
9,FW,Amber Hearn,28 November 1984 (30),99,45,Germany USV Jena
10,FW,Sarah Gregorius,6 August 1987 (27),66,23,Japan AS Elfen Saitama
11,MF,Kirsty Yallop,4 November 1986 (28),89,12,Sweden Vittsjö GIK
12,MF,Betsy Hassett,4 August 1990 (24),79,8,Unattached
13,MF,Rosie White,6 June 1993 (22),69,14,Unattached
14,MF,Katie Bowen,15 April 1994 (21),26,0,United States Univ. of North Carolina
15,DF,Meikayla Moore,4 June 1996 (19),10,0,New Zealand Eastern Suburbs
16,MF,Annalie Longo,1 July 1991 (23),78,6,New Zealand Coastal Spirit
17,FW,Hannah Wilkinson,28 May 1992 (23),69,22,United States Univ. of Tennessee
18,DF,C. J. Bott,22 April 1995 (20),1,0,New Zealand Forrest Hill Milford
19,MF,Evie Millynn,23 November 1994 (20),2,0,New Zealand Eastern Suburbs
20,MF,Daisy Cleverley,30 April 1997 (18),3,2,New Zealand Forrest Hill Milford
21,GK,Rebecca Rolls,22 August 1975 (39),21,0,New Zealand Three Kings United
22,FW,Emma Kete,1 September 1987 (27),48,3,New Zealand Fencibles United
23,GK,Cushla Lichtwark,29 November 1980 (34),0,0,New Zealand Hutt City

Germany
1,GK,Nadine Angerer,10 November 1978 (36),139,0,United States Portland Thorns
2,DF,Bianca Schmidt,23 January 1990 (25),48,3,Germany 1. FFC Frankfurt
3,DF,Saskia Bartusiak,9 September 1982 (32),80,1,Germany 1. FFC Frankfurt
4,DF,Leonie Maier,29 September 1992 (22),25,3,Germany FC Bayern Munich
5,DF,Annike Krahn,1 July 1985 (29),117,5,France Paris Saint-Germain
6,MF,Simone Laudehr,12 July 1986 (28),88,24,Germany 1. FFC Frankfurt
7,MF,Melanie Behringer,18 November 1985 (29),104,26,Germany FC Bayern Munich
8,FW,Pauline Bremer,10 April 1996 (19),5,0,Germany 1. FFC Turbine Potsdam
9,FW,Lena Lotzen,11 September 1993 (21),22,4,Germany FC Bayern Munich
10,MF,Dzsenifer Marozsán,18 April 1992 (23),48,25,Germany 1. FFC Frankfurt
11,FW,Anja Mittag,16 May 1985 (30),120,33,Sweden FC Rosengård
12,GK,Almuth Schult,9 February 1991 (24),20,0,Germany VfL Wolfsburg
13,FW,Célia Šašić,27 June 1988 (26),104,57,Germany 1. FFC Frankfurt
14,DF,Babett Peter,12 May 1988 (27),89,4,Germany VfL Wolfsburg
15,DF,Jennifer Cramer,24 February 1993 (22),21,0,Germany 1. FFC Turbine Potsdam
16,MF,Melanie Leupolz,14 April 1994 (21),28,5,Germany FC Bayern Munich
17,DF,Josephine Henning,8 September 1989 (25),25,0,France Paris Saint-Germain
18,FW,Alexandra Popp,6 April 1991 (24),54,27,Germany VfL Wolfsburg
19,FW,Lena Petermann,5 February 1994 (21),2,0,Germany SC Freiburg
20,MF,Lena Goeßling,8 March 1986 (29),72,8,Germany VfL Wolfsburg
21,GK,Laura Benkarth,14 October 1992 (22),0,0,Germany SC Freiburg
22,DF,Tabea Kemme,14 December 1991 (23),13,0,Germany 1. FFC Turbine Potsdam
23,MF,Sara Däbritz,15 February 1995 (20),16,0,Germany SC Freiburg

Côte d'Ivoire
1,GK,Lydie Saki,22 December 1984 (30),27,0,Ivory Coast Juventus de Yopougon
2,DF,Fatou Coulibaly,13 February 1987 (28),31,1,Ivory Coast Juventus de Yopougon
3,DF,Djelika Coulibaly,22 February 1984 (31),29,0,Ivory Coast Juventus de Yopougon
4,DF,Nina Kpaho,30 December 1996 (18),12,0,Ivory Coast Juventus de Yopougon
5,DF,Mariam Diakité,11 April 1995 (20),12,9,Ivory Coast ES Abobo
6,MF,Rita Akaffou,5 December 1986 (28),33,4,Ivory Coast Juventus de Yopougon
7,FW,Nadege Essoh,5 May 1990 (25),29,4,Ivory Coast Juventus de Yopougon
8,FW,Ines Nrehy,1 October 1993 (21),17,13,Russia WFC Rossiyanka
9,FW,Sandrine Niamien,30 August 1994 (20),2,1,Ivory Coast ES Abobo
10,FW,Ange N'Guessan,18 November 1990 (24),19,3,Ivory Coast Omness de Dabou
11,FW,Rebecca Elloh,25 December 1994 (20),15,2,Ivory Coast Onze Sœurs de Gagnoa
12,MF,Ida Guehai,15 July 1994 (20),22,1,Sweden Kristianstads DFF
13,DF,Fernande Tchetche,20 June 1988 (26),19,0,Ivory Coast Omness de Dabou
14,FW,Josée Nahi,29 May 1989 (26),18,12,Russia Zvezda 2005 Perm
15,MF,Christine Lohoues,18 October 1992 (22),22,1,Ivory Coast Onze Sœurs de Gagnoa
16,GK,Dominique Thiamale,20 May 1982 (33),27,0,Ivory Coast Omness de Dabou
17,FW,Nadège Cissé,4 April 1997 (18),6,0,Ivory Coast ES Abobo
18,MF,Binta Diakité,7 May 1988 (27),20,2,Tunisia ASF Medenine
19,MF,Jessica Aby,16 June 1998 (16),1,0,Ivory Coast Onze Sœurs de Gagnoa
20,MF,Aminata Haidara,13 May 1997 (18),4,0,Ivory Coast Onze Sœurs de Gagnoa
21,DF,Sophie Aguie,31 December 1996 (18),4,0,Ivory Coast Omness de Dabou
22,DF,Raymonde Kacou,7 January 1987 (28),6,0,Ivory Coast Juventus de Yopougon
23,GK,Cynthia Djohore,16 December 1987 (27),27,0,Ivory Coast Onze Sœurs de Gagnoa

Norway
1,GK,Ingrid Hjelmseth,10 April 1980 (35),92,0,Norway Stabæk
2,DF,Maria Thorisdottir,5 June 1993 (22),5,0,Norway Klepp IL
3,DF,Marita Skammelsrud Lund,29 January 1989 (26),62,2,Norway LSK Kvinner FK
4,MF,Gry Tofte Ims,2 March 1986 (29),42,4,Norway Klepp IL
5,FW,Lisa-Marie Karlseng Utland,19 September 1992 (22),1,0,Norway Trondheims-Ørn SK
6,MF,Maren Mjelde,6 November 1989 (25),87,10,Norway Avaldsnes IL
7,DF,Trine Rønning,14 June 1982 (32),153,21,Norway Stabæk
8,MF,Solveig Gulbrandsen,12 January 1981 (34),179,53,Norway Kolbotn
9,FW,Isabell Herlovsen,23 June 1988 (26),100,41,Norway LSK Kvinner FK
10,MF,Anja Sønstevold,21 June 1992 (22),3,0,Norway LSK Kvinner FK
11,DF,Nora Holstad Berge,26 March 1987 (28),46,1,Germany FC Bayern Munich
12,GK,Silje Vesterbekkmo,22 June 1983 (31),8,0,Norway Røa IL
13,DF,Ingrid Moe Wold,29 January 1990 (25),10,1,Norway LSK Kvinner FK
14,MF,Ingrid Schjelderup,21 December 1987 (27),9,0,Norway Stabæk
15,DF,Marit Sandvei,21 May 1987 (28),7,0,Norway LSK Kvinner FK
16,FW,Elise Thorsnes,14 August 1988 (26),81,16,Norway Avaldsnes IL
17,MF,Lene Mykjåland,20 February 1987 (28),78,11,Norway LSK Kvinner FK
18,FW,Melissa Bjånesøy,18 April 1992 (23),20,4,Norway Stabæk
19,MF,Kristine Minde,8 August 1992 (22),47,6,Sweden Linköpings FC
20,FW,Emilie Haavi,16 June 1992 (22),40,11,Norway LSK Kvinner FK
21,FW,Ada Hegerberg,10 July 1995 (19),34,16,France Olympique Lyon
22,FW,Hege Hansen,24 October 1990 (24),9,4,Norway Klepp IL
23,GK,Cecilie Fiskerstrand,20 March 1996 (19),3,0,Norway Stabæk

Thailand
1,GK,Waraporn Boonsing,16 February 1990 (25),84,0,Thailand BG Bundit Asia
2,DF,Darut Changplook,3 February 1988 (27),20,1,Thailand North Bangkok College
3,DF,Natthakarn Chinwong,15 March 1992 (23),8,0,Thailand BG Bundit Asia
4,DF,Duangnapa Sritala,4 February 1986 (29),22,2,Thailand Bangkok F.C.
5,DF,Ainon Phancha,27 January 1992 (23),7,3,Thailand Chonburi Sriprathum
6,MF,Pikul Khueanpet,20 September 1988 (26),41,0,Thailand Khonkaen F.C.
7,MF,Silawan Intamee,22 January 1994 (21),11,0,Thailand Chonburi Sriprathum
8,MF,Naphat Seesraum,11 May 1987 (28),83,20,Thailand BG Bundit Asia
9,DF,Warunee Phetwiset,13 December 1990 (24),41,0,Thailand Chonburi Sriprathum
10,DF,Sunisa Srangthaisong,6 May 1988 (27),24,2,Thailand BG Bundit Asia
11,FW,Alisa Rukpinij,2 February 1995 (20),3,0,Thailand Chonburi Sriprathum
12,MF,Rattikan Thongsombut,7 July 1991 (23),18,3,Thailand BG Bundit Asia
13,FW,Orathai Srimanee,12 June 1988 (26),5,0,Thailand Khonkaen F.C.
14,FW,Thanatta Chawong,19 June 1989 (25),66,23,Thailand BG Bundit Asia
15,MF,Nattaya Duanjanthuek,9 June 1991 (23),1,0,Thailand BG Bundit Asia
16,DF,Khwanrudi Saengchan,10 September 1993 (21),20,0,Thailand BG Bundit Asia
17,MF,Anootsara Maijarern,14 February 1986 (29),80,21,Thailand Air Force United
18,GK,Yada Sengyong,10 September 1993 (21),3,0,Thailand North Bangkok College
19,FW,Taneekarn Dangda,15 December 1992 (22),16,9,Thailand Bangkok F.C.
20,MF,Wilaiporn Boothduang,25 June 1987 (27),45,11,Thailand Bangkok F.C.
21,MF,Kanjana Sungngoen,21 September 1986 (28),44,30,Thailand Bangkok F.C.
22,GK,Sukanya Chor Charoenying,24 November 1987 (27),8,0,Thailand Air Force United
23,FW,Nisa Romyen,18 January 1990 (25),47,32,Thailand North Bangkok College

Cameroon
1,GK,Annette Ngo Ndom,2 June 1985 (30),40,0,Slovakia Union Nové Zámky
2,DF,Christine Manie,4 May 1984 (31),59,9,Romania CFF Olimpia Cluj
3,FW,Ajara Nchout,12 January 1993 (22),39,2,United States Western New York Flash
4,DF,Yvonne Leuko,20 November 1991 (23),23,0,France Arras FCF
5,DF,Augustine Ejangue,19 January 1989 (26),56,0,Russia Energy Voronezh
6,FW,Francine Zouga,9 November 1987 (27),52,5,Switzerland FF Chênois
7,FW,Gabrielle Onguéné,25 February 1989 (26),49,13,Cameroon Louves Minproff
8,MF,Raissa Feudjio,29 October 1995 (19),40,1,Finland Merilappi United
9,FW,Madeleine Ngono Mani,16 October 1983 (31),72,38,France Claix Football
10,FW,Jeannette Yango,12 June 1993 (21),31,1,France FF Yzeure
11,DF,Aurelle Awona,2 February 1993 (22),2,0,France ASJ Soyaux
12,DF,Claudine Meffometou,1 July 1990 (24),21,1,Russia Zvezda 2005 Perm
13,DF,Cathy Bou Ndjouh,7 November 1987 (27),52,0,Belarus FC Minsk
14,MF,Ninon Abena,5 September 1994 (20),3,0,Cameroon Louves Minproff
15,DF,Ysis Sonkeng,20 September 1989 (25),42,0,Cameroon Louves Minproff
16,GK,Thècle Mbororo,24 September 1989 (25),5,0,Cameroon Panthère de Garoua
17,FW,Gaëlle Enganamouit,9 June 1992 (22),39,2,Sweden Eskilstuna United
18,MF,Henriette Akaba,7 June 1992 (22),31,0,Cameroon Louves Minproff
19,MF,Agathe Ngani,26 May 1992 (23),3,0,Cameroon Louves Minproff
20,MF,Genevieve Ngo Mbeleck,10 March 1993 (22),6,0,Cameroon Caïman Douala
21,FW,Rose Bella,5 May 1994 (21),7,0,Cameroon AS Police
22,DF,Wanki Awachwi,6 January 1994 (21),5,0,Cameroon Locomotive Yaoundé
23,GK,Flore Enyegue,9 July 1991 (23),9,0,Cameroon AS Police

Ecuador
1,GK,Shirley Berruz,6 January 1991 (24),25,0,Ecuador Rocafuerte Fútbol Club
2,DF,Katherine Ortiz,16 February 1991 (24),23,3,Ecuador Rocafuerte Fútbol Club
3,DF,Lorena Aguilar,6 July 1985 (29),46,0,Ecuador Atlético de Febrero
4,DF,Merly Zambrano,7 December 1981 (33),11,0,Ecuador Espuce
5,MF,Mayra Olvera,22 August 1992 (22),33,2,Ecuador Atlético de Febrero
6,DF,Angie Ponce,14 July 1996 (18),28,4,Ecuador Talleres Emanuel
7,DF,Ingrid Rodríguez,24 November 1991 (23),34,6,Ecuador Unión Española
8,MF,Erika Vásquez,4 August 1992 (22),32,3,Ecuador Unión Española
9,FW,Giannina Lattanzio,19 May 1993 (22),13,0,Ecuador Atlético de Febrero
10,FW,Ámbar Torres,21 December 1994 (20),23,10,Ecuador Talleres Emanuel
11,FW,Mónica Quinteros,5 July 1988 (26),42,8,Ecuador Atlético de Febrero
12,GK,Irene Tobar,5 May 1989 (26),10,0,Ecuador Atlético de Febrero
13,MF,Madelin Riera,7 August 1989 (25),32,0,Ecuador Unión Española
14,FW,Carina Caicedo,23 July 1987 (27),8,1,Ecuador Deportivo Quito
15,MF,Valeria Palacios,16 February 1991 (24),30,0,Ecuador Rocafuerte Fútbol Club
16,DF,Ligia Moreira,19 March 1992 (23),44,3,Ecuador Atlético de Febrero
17,MF,Alexandra Salvador,11 August 1995 (19),13,0,Ecuador Universidad de Quito
18,MF,Adriana Barré,4 April 1995 (20),23,0,Ecuador Galápagos S.C.
19,MF,Kerlly Real,7 November 1998 (16),24,2,Ecuador Espuce
20,FW,Denise Pesántes,14 January 1988 (27),32,3,Ecuador Galápagos S.C.
21,MF,Mabel Velarde,4 December 1988 (26),13,0,Ecuador Deportivo Quito
22,GK,Andrea Vera,10 April 1993 (22),2,0,Ecuador Universidad de Quito
23,FW,Mariela Jácome,6 March 1996 (19),1,0,Ecuador Universidad de Quito

Japan
1,GK,Miho Fukumoto,2 October 1983 (31),77,0,Japan Okayama Yunogo Belle
2,DF,Yukari Kinga,2 May 1984 (31),94,5,Japan INAC Kobe Leonessa
3,DF,Azusa Iwashimizu,14 October 1986 (28),111,11,Japan NTV Beleza
4,DF,Saki Kumagai,17 October 1990 (24),65,0,France Olympique Lyon
5,DF,Aya Sameshima,16 June 1987 (27),60,3,Japan INAC Kobe Leonessa
6,MF,Mizuho Sakaguchi,15 October 1987 (27),89,26,Japan NTV Beleza
7,MF,Kozue Ando,9 July 1982 (32),123,19,Germany 1. FFC Frankfurt
8,MF,Aya Miyama,28 January 1985 (30),147,36,Japan Okayama Yunogo Belle
9,MF,Nahomi Kawasumi,23 September 1985 (29),70,19,Japan INAC Kobe Leonessa
10,MF,Homare Sawa,6 September 1978 (36),197,82,Japan INAC Kobe Leonessa
11,FW,Shinobu Ohno,23 January 1984 (31),128,39,Japan INAC Kobe Leonessa
12,DF,Megumi Kamionobe,15 March 1986 (29),29,2,Japan Albirex Niigata
13,MF,Rumi Utsugi,5 December 1988 (26),78,5,France Montpellier HSC
14,MF,Asuna Tanaka,23 April 1988 (27),33,3,Japan INAC Kobe Leonessa
15,FW,Yuika Sugasawa,5 October 1990 (24),28,9,Japan JEF United
16,FW,Mana Iwabuchi,18 March 1993 (22),25,3,Germany FC Bayern Munich
17,FW,Yūki Ōgimi,15 July 1987 (27),115,52,Germany VfL Wolfsburg
18,GK,Ayumi Kaihori,4 September 1986 (28),47,0,Japan INAC Kobe Leonessa
19,DF,Saori Ariyoshi,1 November 1987 (27),34,0,Japan NTV Beleza
20,DF,Yuri Kawamura,17 May 1989 (26),13,2,Japan Vegalta Sendai Ladies
21,GK,Erina Yamane,20 December 1990 (24),14,0,Japan JEF United
22,MF,Asano Nagasato,24 January 1989 (26),10,1,Germany 1. FFC Turbine Potsdam
23,DF,Kana Kitahara,17 December 1988 (26),14,2,Japan Albirex Niigata

Switzerland
1,GK,Gaëlle Thalmann,18 January 1986 (29),36,0,Germany MSV Duisburg
2,DF,Nicole Remund,31 December 1989 (25),42,2,Switzerland FC Zürich
3,DF,Sandra Betschart,30 March 1989 (26),66,2,Sweden Sunnanå SK
4,DF,Rachel Rinast,2 June 1991 (24),6,0,Germany 1. FC Köln
5,DF,Noelle Maritz,23 December 1995 (19),29,1,Germany VfL Wolfsburg
6,DF,Selina Kuster,8 August 1991 (23),59,1,Switzerland FC Zürich
7,MF,Martina Moser,9 April 1986 (29),105,16,Germany TSG Hoffenheim
8,MF,Cinzia Zehnder,4 August 1997 (17),6,0,Switzerland FC Zürich
9,MF,Lia Wälti,19 April 1993 (22),42,3,Germany Turbine Potsdam
10,FW,Ramona Bachmann,25 December 1990 (24),61,33,Sweden FC Rosengård
11,MF,Lara Dickenmann,27 November 1985 (29),99,40,France Olympique Lyon
12,GK,Stenia Michel,23 October 1987 (27),11,0,Germany USV Jena
13,FW,Ana-Maria Crnogorčević,3 October 1990 (24),69,35,Germany 1. FFC Frankfurt
14,DF,Rahel Kiwic,5 January 1991 (24),28,3,Germany MSV Duisburg
15,DF,Caroline Abbé,13 January 1988 (27),105,9,Germany Bayern Munich
16,FW,Fabienne Humm,20 December 1986 (28),35,10,Switzerland FC Zürich
17,MF,Florijana Ismaili,1 January 1995 (20),10,0,Switzerland BSC YB Frauen
18,MF,Vanessa Bürki,1 April 1986 (29),68,9,Germany Bayern Munich
19,FW,Eseosa Aigbogun,23 May 1993 (22),19,2,Switzerland FC Basel
20,DF,Daniela Schwarz,9 September 1985 (29),23,1,Norway Vålerenga
21,GK,Jennifer Oehrli,13 January 1989 (26),15,0,Switzerland BSC YB Frauen
22,MF,Vanessa Bernauer,23 March 1988 (27),50,3,Germany VfL Wolfsburg
23,FW,Barla Deplazes,14 November 1995 (19),1,0,Switzerland FC Zürich

Australia
1,GK,Lydia Williams,13 May 1988 (27),46,0,United States Washington Spirit
2,FW,Larissa Crummer,10 January 1996 (19),7,1,Australia Brisbane Roar
3,FW,Ashleigh Sykes,15 December 1991 (23),16,4,Australia Canberra United
4,DF,Clare Polkinghorne,1 February 1989 (26),79,5,Australia Brisbane Roar
5,DF,Laura Alleway,28 November 1989 (25),36,2,Australia Brisbane Roar
6,DF,Servet Uzunlar,8 March 1989 (26),49,2,Australia Sydney FC
7,DF,Steph Catley,26 January 1994 (21),39,2,Australia Melbourne Victory
8,DF,Elise Kellond-Knight,10 August 1990 (24),62,1,Australia Brisbane Roar
9,FW,Caitlin Foord,11 November 1994 (20),35,5,Australia Perth Glory
10,MF,Emily van Egmond,12 July 1993 (21),45,11,Australia Newcastle Jets
11,FW,Lisa De Vanna,14 November 1984 (30),104,37,Australia Melbourne Victory
12,FW,Leena Khamis,19 June 1986 (28),25,5,Australia Sydney FC
13,MF,Tameka Butt,16 June 1991 (23),49,6,Australia Brisbane Roar
14,MF,Alanna Kennedy,21 January 1995 (20),34,0,Australia Perth Glory
15,MF,Teresa Polias,16 May 1990 (25),10,0,Australia Sydney FC
16,FW,Hayley Raso,5 September 1994 (20),13,1,Australia Brisbane Roar
17,FW,Kyah Simon,25 June 1991 (23),57,14,Australia Sydney FC
18,GK,Melissa Barbieri,20 January 1980 (35),86,0,Australia Adelaide United
19,MF,Katrina Gorry,13 August 1992 (22),35,11,Australia Brisbane Roar
20,FW,Sam Kerr,10 September 1993 (21),42,7,Australia Perth Glory
21,GK,Mackenzie Arnold,25 February 1994 (21),7,0,Australia Perth Glory
22,MF,Nicola Bolger,3 March 1993 (22),6,0,Australia Sydney FC
23,FW,Michelle Heyman,4 July 1988 (26),40,15,Australia Canberra United

Nigeria
1,GK,Precious Dede,18 January 1980 (35),96,0,Nigeria Ibom Queens
2,DF,Blessing Edoho,5 September 1992 (22),4,1,Nigeria Pelican Stars
3,DF,Osinachi Ohale,21 December 1991 (23),24,1,Nigeria Rivers Angels
4,FW,Perpetua Nkwocha,3 January 1976 (39),98,80,Sweden Clemensnäs IF
5,DF,Onome Ebi,8 May 1983 (32),48,0,Belarus FC Minsk
6,DF,Josephine Chukwunonye,19 March 1992 (23),22,0,Nigeria Rivers Angels
7,FW,Esther Sunday,13 March 1992 (23),23,5,Belarus FC Minsk
8,FW,Asisat Oshoala,9 October 1994 (20),14,10,England Liverpool
9,FW,Desire Oparanozie,17 December 1993 (21),32,22,France Guingamp
10,FW,Courtney Dike,3 February 1995 (20),0,0,United States Oklahoma State Univ.
11,FW,Ini-Abasi Umotong,15 May 1994 (21),0,0,England Portsmouth
12,MF,Halimatu Ayinde,16 May 1995 (20),9,0,Nigeria Delta Queens
13,MF,Ngozi Okobi,14 December 1993 (21),22,2,Nigeria Delta Queens
14,MF,Evelyn Nwabuoku,14 November 1985 (29),39,3,Kazakhstan BIIK Kazygurt
15,DF,Ugo Njoku,27 November 1994 (20),6,0,Nigeria Rivers Angels
16,GK,Ibubeleye Whyte,9 January 1992 (23),6,0,Nigeria Rivers Angels
17,FW,Francisca Ordega,19 October 1993 (21),23,6,United States Washington Spirit
18,FW,Loveth Ayila,6 September 1994 (20),3,0,Nigeria Rivers Angels
19,MF,Martina Ohadugha,5 May 1991 (24),35,2,Nigeria Rivers Angels
20,MF,Cecilia Nku,26 October 1992 (22),8,1,Nigeria Rivers Angels
21,GK,Christy Ohiaeriaku,13 December 1996 (18),0,0,Nigeria Rivers Angels
22,DF,Sarah Nnodim,25 December 1995 (19),1,0,Nigeria Nasarawa Amazons
23,DF,Ngozi Ebere,5 August 1991 (23),17,1,Nigeria Rivers Angels

Sweden
1,GK,Hedvig Lindahl,29 April 1983 (32),107,0,England Chelsea
2,DF,Charlotte Rohlin,2 December 1980 (34),77,7,Sweden Linköpings FC
3,DF,Linda Sembrant,15 May 1987 (28),55,4,France Montpellier HSC
4,DF,Emma Berglund,19 December 1988 (26),35,0,Sweden FC Rosengård
5,DF,Nilla Fischer,2 August 1984 (30),130,19,Germany VfL Wolfsburg
6,DF,Sara Thunebro,26 April 1979 (36),131,5,Sweden Eskilstuna United
7,MF,Lisa Dahlkvist,6 February 1987 (28),95,9,Sweden KIF Örebro
8,FW,Lotta Schelin,27 February 1984 (31),149,80,France Olympique Lyon
9,FW,Kosovare Asllani,29 July 1989 (25),76,21,France Paris Saint-Germain
10,FW,Sofia Jakobsson,23 April 1990 (25),56,10,France Montpellier HSC
11,FW,Jenny Hjohlman,13 February 1990 (25),12,1,Sweden Umeå IK
12,GK,Hilda Carlén,13 August 1991 (23),1,0,Sweden Piteå IF
13,MF,Malin Diaz,3 January 1994 (21),11,0,Sweden Eskilstuna United
14,DF,Amanda Ilestedt,17 January 1993 (22),6,1,Sweden FC Rosengård
15,MF,Therese Sjögran,8 April 1977 (38),209,21,Sweden FC Rosengård
